original_shape_Elongation,original_shape_Flatness,original_shape_LeastAxisLength,original_shape_MajorAxisLength,original_shape_Maximum2DDiameterColumn,original_shape_Maximum2DDiameterRow,original_shape_Maximum2DDiameterSlice,original_shape_Maximum3DDiameter,original_shape_MeshVolume,original_shape_MinorAxisLength,original_shape_Sphericity,original_shape_SurfaceArea,original_shape_SurfaceVolumeRatio,original_shape_VoxelVolume,original_firstorder_10Percentile,original_firstorder_90Percentile,original_firstorder_Energy,original_firstorder_Entropy,original_firstorder_InterquartileRange,original_firstorder_Kurtosis,original_firstorder_Maximum,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Mean,original_firstorder_Median,original_firstorder_Minimum,original_firstorder_Range,original_firstorder_RobustMeanAbsoluteDeviation,original_firstorder_RootMeanSquared,original_firstorder_Skewness,original_firstorder_TotalEnergy,original_firstorder_Uniformity,original_firstorder_Variance,original_glcm_Autocorrelation,original_glcm_ClusterProminence,original_glcm_ClusterShade,original_glcm_ClusterTendency,original_glcm_Contrast,original_glcm_Correlation,original_glcm_DifferenceAverage,original_glcm_DifferenceEntropy,original_glcm_DifferenceVariance,original_glcm_Id,original_glcm_Idm,original_glcm_Idmn,original_glcm_Idn,original_glcm_Imc1,original_glcm_Imc2,original_glcm_InverseVariance,original_glcm_JointAverage,original_glcm_JointEnergy,original_glcm_JointEntropy,original_glcm_MCC,original_glcm_MaximumProbability,original_glcm_SumAverage,original_glcm_SumEntropy,original_glcm_SumSquares,original_gldm_DependenceEntropy,original_gldm_DependenceNonUniformity,original_gldm_DependenceNonUniformityNormalized,original_gldm_DependenceVariance,original_gldm_GrayLevelNonUniformity,original_gldm_GrayLevelVariance,original_gldm_HighGrayLevelEmphasis,original_gldm_LargeDependenceEmphasis,original_gldm_LargeDependenceHighGrayLevelEmphasis,original_gldm_LargeDependenceLowGrayLevelEmphasis,original_gldm_LowGrayLevelEmphasis,original_gldm_SmallDependenceEmphasis,original_gldm_SmallDependenceHighGrayLevelEmphasis,original_gldm_SmallDependenceLowGrayLevelEmphasis,original_glrlm_GrayLevelNonUniformity,original_glrlm_GrayLevelNonUniformityNormalized,original_glrlm_GrayLevelVariance,original_glrlm_HighGrayLevelRunEmphasis,original_glrlm_LongRunEmphasis,original_glrlm_LongRunHighGrayLevelEmphasis,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_LowGrayLevelRunEmphasis,original_glrlm_RunEntropy,original_glrlm_RunLengthNonUniformity,original_glrlm_RunLengthNonUniformityNormalized,original_glrlm_RunPercentage,original_glrlm_RunVariance,original_glrlm_ShortRunEmphasis,original_glrlm_ShortRunHighGrayLevelEmphasis,original_glrlm_ShortRunLowGrayLevelEmphasis,original_glszm_GrayLevelNonUniformity,original_glszm_GrayLevelNonUniformityNormalized,original_glszm_GrayLevelVariance,original_glszm_HighGrayLevelZoneEmphasis,original_glszm_LargeAreaEmphasis,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_LargeAreaLowGrayLevelEmphasis,original_glszm_LowGrayLevelZoneEmphasis,original_glszm_SizeZoneNonUniformity,original_glszm_SizeZoneNonUniformityNormalized,original_glszm_SmallAreaEmphasis,original_glszm_SmallAreaHighGrayLevelEmphasis,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glszm_ZoneEntropy,original_glszm_ZonePercentage,original_glszm_ZoneVariance,original_ngtdm_Busyness,original_ngtdm_Coarseness,original_ngtdm_Complexity,original_ngtdm_Contrast,original_ngtdm_Strength,Image,label
0.8478469071177298,0.5300410729472032,116.74000487352232,220.2470918421649,265.5548220326273,270.1298415074231,207.09273706078716,279.1132020135004,2770345.9364959225,186.73581562005413,0.5453256422692587,174924.5936994816,0.0631417872385769,2770986.507892385,-1027.0,-660.0,702463850871.0,4.560994962852645,161.0,8.555998316851502,842.0,123.07604352722026,-861.9474927614273,-899.0,-1634.0,2476.0,69.90216424737024,880.4131945973553,1.918051002208448,2147867548513.5208,0.0574474395037097,32173.91294341005,1024.9364940006767,177340.50935926926,3221.3006377959878,127.02087143622536,60.27984179039209,0.3529050647859494,5.517938463209605,3.959135509356308,29.609593968713213,0.2794518151103964,0.1887688631337701,0.9941833939681513,0.9500122049143264,-0.0232655042753546,0.3977549164254977,0.1955818244070407,31.752864033935086,0.0039527592714332,8.898130801414426,0.4550595156754725,0.0096817391964069,63.505728067870194,5.159820063148664,46.825178306654365,6.817805500412296,183723.9536532724,0.2027285376905337,2.5145129390460688,52062.08673487403,51.56250695121325,1078.2565312671034,10.01292791440829,9465.58439006197,0.0113397203369725,0.0010953452934377,0.3594519303815397,446.0827153724702,0.00038300596034,46987.25861291805,0.0555628646172964,53.61338918005985,1087.3913052849657,1.228511666794407,1304.0848969084786,0.0013508994699934,0.0010930635588418,4.967213012451022,741550.7403526213,0.8768513374202788,0.9331414081672288,0.0800095146030802,0.950039352541327,1039.7340200709402,0.0010368182397125,12394.790076688,0.0357342734148878,88.8197220978205,1254.974289338638,8112.623508043591,6808472.041829556,9.715775085267923,0.0010573201846505,169129.38741855504,0.4876013014431039,0.7259864126188752,948.9015660967872,0.0007662167435935,6.808126231385645,0.3827395349658374,8105.797082616651,33.01503967339089,7.04375683818863e-06,15362.30537838066,0.0559322473564024,0.0412184667449259,T_1.nii.gz,0.0
0.9109283675991124,0.592190162813992,113.8086635742133,192.1826310545466,236.38113330228143,245.30563697534205,195.25798990531223,248.566457422164,2042090.7135322148,175.0646103874206,0.5238686335370897,148586.17925879467,0.0727617917628078,2042193.8464836404,-899.0,-467.0,2493902178582.0,4.487649306618225,211.0,5.665689068282867,648.0,143.30218736304553,-730.6627051603135,-795.0,-1065.0,1713.0,91.8858989091263,754.7653378765589,1.619818690452304,1163378029225.7349,0.0604160076710754,35802.726547728904,245.75294194638235,247293.79866060053,4777.456159296132,204.0640494637281,15.44087902009277,0.8590262812963171,2.398576366131733,2.895959773190821,9.52006545688581,0.492493047991932,0.4347857785632127,0.9968504096490696,0.9680670860979048,-0.2473150156710127,0.9371851470020583,0.3666934286837239,14.09239734930703,0.0116292944569066,7.8021136447151695,0.8731108731816839,0.0439254612728224,28.184794698614063,5.419183651232075,54.876232120955216,8.116018519146435,312529.2674569578,0.0713896370358412,24.999973208712586,264488.9567184035,57.37074245908455,261.676385788648,73.13481989567353,9129.026480219727,0.9919442916684276,0.0086928214241235,0.1400885868410261,66.28167893959044,0.0006527032490188,178547.91318378664,0.0528136890443358,60.69601567760286,293.23437001020216,2.270329135092465,471.9079618143394,0.0239855816493945,0.0077196220656544,5.534466459983378,2266059.295487229,0.6692313939338799,0.7716181489849793,0.5797826702962675,0.8443120695787582,266.0985580946689,0.0059995938539565,20923.73557455365,0.0343735593849244,69.45259368417925,518.9526938670907,1143907.81940018,101636281.4029646,14246.68813503526,0.0040920495872552,244796.8865152222,0.4021528701647767,0.6588363308585417,353.6046767480157,0.0026141627666675,7.141895755865495,0.1390462232593752,1143856.0966503876,197.5335256606486,4.117457152227462e-06,3308.8692127835634,0.0336852402029517,0.019403031664849,T_10.nii.gz,1.0
0.7135254154850575,0.5542999727428758,107.3337518823092,193.63838564014927,227.71741844011632,223.12090326266176,169.4229854313577,236.0857114285138,1669615.4582024023,138.1659095677433,0.5655461221740399,120344.72724566642,0.0720793082349848,1669732.347568629,-870.0,-328.0,1996441978008.0,4.588544638412358,255.0,3.898422316997512,596.0,171.8197825877268,-680.5292645181062,-769.0,-1055.0,1651.0,115.52932851332524,714.0326904131923,1.321501996089237,851300819940.7158,0.0589137850821282,46722.60311314721,324.5048084014409,310699.04898248176,6233.049136371416,276.2073126048132,13.557780935008084,0.9062497606311296,2.284988312337896,2.84270937323545,8.179127293007284,0.500112514010929,0.4435795722501,0.9970546665353344,0.9685546316705392,-0.2769438597739573,0.9549545100766248,0.3700506332157166,16.088527261891503,0.0123401706481134,7.851950760502782,0.9094822315880772,0.0482071520535876,32.177054523782935,5.531127524610247,72.44127338495517,8.249404237300485,273508.83082384185,0.0698474975289447,26.262668280095173,230694.5996245978,74.84043341237906,340.5007630624649,77.15256090709434,12795.8574171306,0.7702947599338098,0.006723220062457,0.133904955295034,72.967271829246,0.0005063651052864,146695.80730308418,0.0489802064126363,78.25773874562455,380.8827545038857,2.3381072786198094,634.2418556853952,0.0187021786005049,0.0060089040293585,5.687609761013485,1985803.202299269,0.6620882310821222,0.7640878767282057,0.6137368744029057,0.8401048659789386,342.8977532083676,0.0046545224953555,17628.541082114756,0.0335433522954547,69.03535110798113,581.8328820557707,1099544.021090487,121324357.11836284,10733.571135322982,0.0033646197153134,195452.01874815667,0.3719034882800838,0.6328680203601885,374.0112628968105,0.0021123138697333,7.313769750640897,0.1342113999693549,1099488.504704461,146.61577780620732,5.226925162157295e-06,2866.293215942449,0.0396258854293338,0.0222792482414444,T_100.nii.gz,1.0
0.8047741032030052,0.4929256584541049,105.17674456057809,213.3724279852452,262.9987811968872,243.22507200740563,185.00540191883655,267.1730980034042,2259354.182025511,171.71660438007353,0.559316071759612,148873.14756267206,0.0658919034240162,2259890.0299360994,-1045.0,-710.0,610245351774.0,4.4338800946806485,147.0,9.185658423872328,655.0,113.37316240180355,-893.3360609713693,-928.0,-1657.0,2312.0,64.10585717113752,908.6577710106797,2.019993900957609,1865898417521.9763,0.0627195323908837,27609.62698625458,1002.2964795077644,128685.26802029842,2468.4070498367446,104.56231580323902,50.919510108290815,0.3397148911756658,5.050662011637827,3.836347294527565,25.204389582776745,0.2941305803651585,0.2033533652180642,0.9944397826561624,0.9512367498547558,-0.0227065476395269,0.3788311811444984,0.2103031174492423,31.44638788901852,0.0047316373966595,8.621289180585784,0.4328186000317621,0.0117971163915892,62.89277577803694,5.021598191806048,38.87045647788243,6.752060199403483,140496.28972089064,0.1900907855907253,2.805392429086526,46356.06910963454,44.25674888066106,1054.7025900384383,11.166136969101652,10333.415285596962,0.0127352441633083,0.001095486566788,0.3348458899888298,410.6734398825953,0.0003526496497223,41430.9272489663,0.0604542939553057,46.29071566648943,1064.3112733016396,1.2517428798958423,1298.3781510492586,0.0013783404379929,0.0010924364057893,4.8689445878816136,594169.6201551787,0.8669423374359304,0.9272501842935384,0.0885860816372943,0.9456665534233456,1013.4931380767453,0.001030890363969,9749.22176463103,0.0375940282985359,82.00207495281519,1246.6626833096184,19218.098149454938,16265071.635339664,22.801944983559704,0.0010420194162959,125276.47895530389,0.483079327631325,0.7226816813564367,938.763884160437,0.0007499390785963,6.749118640699453,0.3508708552687657,19209.975356021936,27.551874048070257,8.545084841876905e-06,13664.292093676886,0.0463655891371002,0.0513975721002727,T_101.nii.gz,0.0
0.9672775229918552,0.5200852355314614,94.68335473236536,182.05353327442748,228.13891822881249,234.67734291620107,181.1558331940796,238.77647044403315,1592794.669293706,176.0962907176035,0.513081582582082,128549.6488196881,0.080706980816737,1593102.597111242,-990.0,-390.0,325690318405.0,5.035107293595947,283.0,3.955711783143668,482.0,186.74287228988783,-753.7287837290581,-824.0,-1404.0,1886.0,124.07994215065288,790.628216524758,1.1661941475612532,995837244720.5092,0.0390039873356876,56985.89734343429,783.3291560443097,324953.74663809245,5628.021318076293,278.3191419333003,70.6201306933577,0.5940707333803308,6.064110674648078,4.07695424466955,32.8974375583523,0.2663976712800016,0.1771936358619056,0.988736163336182,0.9310963518765392,-0.0657019413481016,0.6612766807833607,0.1837561111708055,27.04435310241951,0.0022562597759527,9.664938344379625,0.6038719877140734,0.0064744119203341,54.0887062048391,5.8320093316908,87.23481815666449,7.314302623587575,112557.00795736111,0.2160291270075469,2.343204876602301,20322.130509551327,91.2506918649184,840.4052054883912,9.15326652937372,5908.124168229286,0.0186501197879856,0.0017950068804892,0.3823103335497849,388.4523616544343,0.0006247438323168,18566.573705122388,0.0379867342896169,92.96526325955038,852.056352086721,1.2099601916372942,990.3008905333006,0.0022030177188986,0.0017816441545435,5.409004574957327,432842.4567933102,0.8854360754014995,0.9380919429688496,0.073330983853773,0.9537324385778128,821.0126773928775,0.0016897726995945,6065.1408259121135,0.0276847202420684,114.56901974857504,1035.6913396537325,899.9906198220733,335959.35706754186,2.474447705782062,0.00159435398122,103816.73297303711,0.4738780666930063,0.7159104949335339,772.342451245882,0.0011351379247469,7.121973908003902,0.4204753304531243,894.334495341561,29.29813255780743,1.4406063787712124e-05,11002.593440033028,0.1500359749478756,0.0439900119973137,T_102.nii.gz,0.0
0.9034830603762062,0.5481608655222097,98.77308375973168,180.18995877357048,208.84341968407173,247.62978832505212,182.00619639007883,254.30744219325072,1507852.5831450603,162.79857540180788,0.515972385110211,123243.37662217392,0.0817343671389376,1508394.2914948922,-907.0,-584.0,315782965721.0,4.036661437361925,120.0,8.078340145418558,540.0,105.14325025947733,-785.7249246436919,-835.0,-1043.0,1583.0,56.90451067180802,800.0712555671228,2.123596909789663,965544324600.482,0.0875468307861853,22750.356778417136,130.94990085660572,86502.69112341737,2062.80431402144,96.84953429909436,27.547254283666312,0.5488281084041459,3.1070733702551303,3.136311757446536,16.927771813955914,0.4480249933930039,0.3851599065578763,0.9936687739041096,0.9569847733338318,-0.1197694917000075,0.6848898807024776,0.3519934795659679,10.658745700267977,0.0143429105064885,7.38278408916389,0.5963737911212181,0.041683467476836,21.31749140053595,4.845890653329741,31.099197145690145,7.323192394577612,42472.78880773854,0.086095294173875,14.288447420318704,43188.865203933325,36.48945692824843,159.50970256809433,46.81991514687132,3468.971065610158,0.8434951998620991,0.0137037283984315,0.1775116746827211,60.26800811922544,0.001419114649101,31718.099455856875,0.0783521802449725,40.56646796795279,176.23548901103476,1.8731501319262576,248.234152198268,0.0281216950534065,0.0129454602884895,4.942015054045702,291596.72268589714,0.7165684563701998,0.8190909092326623,0.3572001615593624,0.8697225027285296,164.47152560365515,0.0107766391619101,3537.6728980252583,0.0392251039264794,60.89270418952911,368.2063666300768,157225.0080275865,10206168.40615818,2642.5506494989336,0.006996474034196,39831.42572819302,0.4416439446960606,0.6910741693068594,275.16425558640293,0.0046332710412225,6.7611842366434285,0.1828193698651796,157195.08844126,74.82265369045922,1.4458662007245009e-05,5106.561527460546,0.0489699445299009,0.0745620228103716,T_103.nii.gz,0.0
0.7138996968266552,0.4963063176327303,105.83531689553176,213.2459594718489,243.3459434244011,254.808043021722,172.91397668521202,259.18749711889427,1959203.54770324,152.2362258164621,0.5422128292039518,139647.78160465587,0.071277832141721,1959686.779068916,-936.0,-684.0,465578202960.0,3.618188305639644,82.0,12.14163127388475,323.0,89.74421840921394,-840.5655129587358,-886.0,-1065.0,1388.0,40.43634481273726,852.3044317155586,2.8130903718942566,1423561244031.4243,0.1250142556825943,19872.46274639873,105.6435428177346,106645.1894977174,2304.7671387447954,83.49076639539527,24.90342061125652,0.5316699595590595,2.639400707484636,2.886315281136336,17.196395197755773,0.5161618910855266,0.4676709751594484,0.9927426312669778,0.9591319120637924,-0.1280653858691985,0.671350361637354,0.3807235478954467,9.53873573945607,0.0283984411989104,6.556960462879387,0.5897948625061912,0.0796500152707075,19.07747147891216,4.446476055562325,27.09854675166296,7.235056906592308,40868.42261034546,0.0637653472753116,24.831257721570093,80124.01173783271,31.88686490605273,129.83823540884262,81.78270421067249,4908.377389342491,1.637135260604855,0.0159120338585254,0.1472663704839322,48.42363061873664,0.0011598776273146,50434.14288161428,0.1046552507158768,38.33019666361534,151.61661196469947,2.552459902985231,252.177674111801,0.045274950845368,0.0147319320204557,4.845670537325706,309579.3255310008,0.6378512744658473,0.7482069917151417,0.7022678695951419,0.8240103334358277,138.97789693705573,0.0114184130099504,4090.1431429366935,0.0421781644678074,61.17005756196595,353.6208635393357,421541.2785311375,23163748.50830644,8157.630647753566,0.0068200687524596,45919.09219060976,0.4735245087870826,0.7156208226791312,273.7961502463975,0.0044901215975232,6.568202051985367,0.151303050775527,421497.5963183469,137.82737173115015,9.613918130891638e-06,3512.910427780378,0.046536097818694,0.0474445814226266,T_104.nii.gz,0.0
0.9251257226557814,0.5301481247930452,92.047903328964,173.62676396317897,205.11843541043984,207.5349974079138,173.16445555475002,215.8413092151433,1538447.78580872,160.62658548382072,0.6162127512175898,104586.41687131189,0.0679817786707227,1539185.9715144115,-922.0,-522.0,183281433300.0,4.067572396684651,132.75,6.9927561512243335,497.0,129.36810169948436,-788.6774763181412,-859.0,-1056.0,1553.0,68.00733153962332,809.4204798105427,2.064948641574209,1008415410096.2086,0.0936591717135416,33149.35148517705,165.06914965798248,215190.79769363863,4539.104205627961,159.36796841015124,33.441815412649845,0.6487837068420123,3.4130184000703254,3.252054252281517,20.74639507964177,0.4402649329134516,0.3781866779701917,0.9921210186021086,0.952664670738392,-0.1168174068032642,0.7075259430969971,0.344884119246334,11.557348428871167,0.0162793909937789,7.469572639122469,0.6668642917024508,0.0507330584218526,23.11469685774233,4.90841105245269,48.20244595570026,7.293934554627829,24446.04838605898,0.0873853382879677,14.723176446479323,26201.15328686327,53.11754064112842,196.46857908847184,46.52350312779267,3966.745426273458,0.7757515740697181,0.0124213623290101,0.192624617034843,73.8679684858929,0.0013388624853915,18646.69739443261,0.0810389147535504,58.03755346959754,217.17086174658257,1.842159764478043,299.85223632718095,0.0251969770959634,0.0116800100714399,4.985994993845309,166388.4092943149,0.7204809011227444,0.8215700831786623,0.3442380403115723,0.872332954208874,203.24770934467332,0.0097091096863752,2119.215864204121,0.0377071254440077,71.35724525108552,413.7283904487385,95325.59581509554,6173308.247482296,1555.691597750456,0.0060643825818888,25855.368171951177,0.4600435602283046,0.7054030608388592,304.2592432573826,0.0041163344657172,6.755669308801791,0.2009008042895442,95300.81950378802,52.85147445715148,2.368502007947044e-05,4205.769399758884,0.0902282589438587,0.0913883192090446,T_105.nii.gz,1.0
0.819747875065879,0.4334249768918192,91.2683309623313,210.57469188055447,234.8796149240792,255.52750830215476,203.1170277949612,257.6586067791875,1931251.382304163,172.6181562117368,0.5587770397283517,134216.15003788454,0.0694969858754235,1931927.0724152175,-956.0,-702.0,269789006867.0,3.7289274927057,91.0,12.109807245010886,152.0,90.05823774078091,-855.1368475250831,-899.0,-1084.0,1236.0,43.021214153192126,866.5237975088486,2.752790199217392,1450613507205.2224,0.1120461764242153,19604.46365401871,112.60293184808673,103526.93104629508,2173.1247963216897,80.48846565530205,25.66007193573017,0.5106859260495343,2.8656278079236936,3.0351613663066384,16.95762520385338,0.469092956232155,0.4099994490121266,0.991081549097978,0.9515103949217016,-0.0918187623354083,0.6213420550890485,0.3712192980731435,9.944339284929008,0.0202312318401504,6.898531149284054,0.574071046906785,0.0530661882016226,19.888678569858005,4.519093696932858,26.53713439775809,7.067534781711283,28717.824313605437,0.0799260358570168,15.66327052163412,40258.7514201027,31.449680742651097,137.8455713112815,52.877090494148426,3569.5292105592744,0.958933293642097,0.0144855331507797,0.1726028283717844,55.6273164371471,0.0014695016304786,28639.56760463561,0.099037263232009,36.03362980486567,153.4580919584618,1.955549099780535,222.60815478550904,0.0306444214572415,0.0137680866561013,4.717205443414212,201653.24500114145,0.6949405940897754,0.8038341113667091,0.3908611328030906,0.858549246593351,142.38280962441678,0.0113564005566833,2537.992510456181,0.0411437361874036,63.90727670681646,351.6338066984405,177359.23274324805,11010348.846204974,3052.056946428055,0.0074937412027163,31375.70599487728,0.508635768162586,0.7411917989330333,282.0620058419895,0.0052635395580312,6.4580495117530194,0.1716814405588566,177325.30513049357,77.86212408619022,1.7774499857242664e-05,3180.60672922101,0.0543409203568817,0.06367464810289,T_106.nii.gz,1.0
0.7555537675615484,0.4192085486085554,83.84501969023626,200.00789575626771,208.42222181462492,221.01481788477784,189.56041443834744,235.04627056391203,1469922.679135319,151.11671918070553,0.55923779286028,111793.6850109902,0.0760541262461184,1470455.3420259466,-921.0,-512.0,313143248198.0,4.11223967423597,140.0,7.264202947147195,81.0,134.1734579973254,-784.53768753314,-859.0,-1058.0,1139.0,71.41189899784666,806.9327917757523,2.0990655356819894,957473071399.532,0.0927254483814159,35641.147283162936,167.7616198505768,258489.3401098687,5020.456844586796,164.70061619256532,34.75799475816666,0.6431308672568522,3.4016798135078945,3.2177727772954725,21.688887464421256,0.4531639429231675,0.3938950742068384,0.986078483516108,0.939543701905306,-0.1369878857229143,0.7120901129385883,0.343051842237707,11.629552506241977,0.0176519928425374,7.443518705541949,0.7238163466236869,0.0600717718101833,23.259105012483943,4.945127288224705,49.86465273768295,7.45717183982681,38732.62182506264,0.08053943383979,17.885739873189344,44593.05900834867,57.09969579015244,204.4413773743801,54.986014160506535,5029.800420032646,0.9255107788440902,0.0124041320824165,0.1784758585591508,73.76402308095965,0.0011219599326574,30439.34826766097,0.0783794107568343,62.37893935422294,228.60752020008496,2.0398600173584103,336.9285174808513,0.0283931864976217,0.0115100023221162,5.097080584542417,275384.5999075481,0.7043771202026909,0.8041923288858819,0.44903587788474,0.8621179992248555,212.56130169339104,0.0093672489885822,3267.5706122993465,0.0363240985848564,72.73029400279668,443.9834585797501,174132.9826026057,11408362.41394682,2782.381069153699,0.0054052272378965,39850.65265240784,0.4430016080351265,0.6921152770055461,324.69438120008965,0.0034996296663427,6.860978049776109,0.1870517659045777,174104.40167138752,127.06404812365564,1.324179993709462e-05,2848.815093065987,0.1393486591534633,0.0282876325941818,T_107.nii.gz,1.0
